R,R,R,R,R,R,R
E,NE,R,C,B,R,A
E,R,NE,R,B,C,A
E,R,NE,A,C,B,R
R,NE,E,C,B,C,A
NE,B,E,C,R,C,A
E,B,NE,C,A,C,R
R,R,R,R,R,R,R
R,R,E,C,A,B,NE
A,NE,R,E,B,C,A
A,NE,E,R,B,C,A
E,R,NE,C,A,B,A
A,NE,E,C,R,B,R
E,B,NE,C,A,R,R
R,R,R,R,R,R,R
E,R,NE,C,B,R,A
E,B,NE,A,R,C,R
R,R,E,C,A,B,NE
E,B,NE,A,R,C,R
NE,R,E,R,B,C,A
E,R,NE,C,A,B,R
R,R,R,R,R,R,R
R,NE,E,C,R,B,A
NE,R,E,A,B,C,R
E,R,R,C,A,B,NE
E,R,NE,A,B,C,R
E,B,NE,R,A,C,R
E,B,NE,C,R,R,A
R,R,R,R,R,R,R
NE,R,E,C,A,B,R
E,R,R,C,A,B,NE
