R,R,R,R,R,R,R
R,B,NE,C,E,R,A
E,R,NE,C,R,B,A
E,R,NE,B,A,C,R
E,NE,R,C,A,B,R
E,B,NE,R,C,R,A
E,R,NE,C,A,B,R
R,R,R,R,R,R,R
E,R,B,C,A,R,NE
R,B,NE,E,R,C,A
E,B,NE,R,A,C,R
E,R,NE,C,A,B,R
E,B,R,A,R,C,NE
E,R,NE,C,A,B,R
R,R,R,R,R,R,R
R,A,E,C,R,B,NE
E,R,NE,C,B,R,A
E,R,NE,C,A,B,R
E,B,NE,R,A,C,R
E,R,NE,C,R,B,A
E,R,R,C,A,B,NE
R,R,R,R,R,R,R
R,B,NE,C,A,E,R
E,A,NE,B,R,C,R
E,R,R,C,A,B,NE
E,B,NE,C,R,R,A
E,B,NE,R,A,C,R
E,R,NE,A,B,C,R
R,R,R,R,R,R,R
E,R,NE,C,R,B,A
E,B,NE,R,R,C,A
