R,R,R,R,R,R,R
E,R,B,A,R,C,NE
E,R,NE,C,A,B,R
E,R,NE,C,A,B,R
E,NE,R,R,B,C,A
E,B,NE,C,A,R,R
R,E,NE,B,R,C,A
R,R,R,R,R,R,R
E,NE,B,C,A,R,R
R,NE,E,C,A,B,R
A,R,E,C,R,B,NE
E,NE,R,R,B,C,A
E,R,NE,C,A,B,R
E,R,NE,A,B,C,R
R,R,R,R,R,R,R
E,B,NE,C,R,R,A
E,R,NE,C,R,B,A
E,R,R,C,A,B,NE
E,R,NE,C,A,B,R
NE,B,E,R,R,C,A
R,NE,E,A,B,C,R
R,R,R,R,R,R,R
E,R,NE,C,A,B,R
E,B,NE,C,R,R,A
E,B,NE,A,R,C,R
E,R,R,A,B,C,NE
R,B,E,R,A,C,NE
E,R,NE,C,A,B,R
R,R,R,R,R,R,R
E,R,NE,C,A,B,R
E,B,NE,C,R,R,A
